,N Control(raw),Mean Control(raw),N Case(raw),Mean Case(raw),cohen's d(raw),Fold change(raw),p-value(raw),fdr(raw),N Control(PSM),Mean Control(PSM),N Case(PSM),Mean Case(PSM),cohen's d(PSM),Fold change(PSM),p-value(PSM),fdr(PSM)
PWY-5862: superpathway of demethylmenaquinol-9 biosynthesis,5,8.730706000000001e-05,403,0.00013660976590570728,0.6146561287827697,1.5647046860323468,0.06838281488466755,0.1415163210982349,164,0.00012332922500000014,164,0.00018621949573170737,1.658207352942368,1.5099381004924595,2.072434977820381e-47,1.0931525157733878e-46
PWY-2723: trehalose degradation V,5,6.444526e-05,403,0.00014343751106699748,0.8571949104184645,2.225726315123835,0.04422265229615606,0.10303071306791049,164,6.824734268292692e-05,164,0.0001891590134146342,2.551868684721703,2.771668551161848,2.554221569108291e-47,1.3326373404043255e-46
PWY-7456: mannan degradation,5,9.37274e-06,403,4.490642729528536e-06,0.24373829683547918,0.4791173903819519,0.003349962182334467,0.029466575025701686,164,1.4367559756097559e-05,164,1.0861379268292683e-06,1.6762906447032442,0.0755965484234937,2.941705810133234e-47,1.5182997729719917e-46
PYRIDNUCSYN-PWY: NAD biosynthesis I (from aspartate),5,9.02241e-05,403,0.00019397598915880896,1.1733355586800616,2.1499354292124715,0.00294712687700084,0.028292418019208062,164,0.00012205318902439048,164,0.00018359357804878038,1.6307357412380301,1.504209595147014,3.2025800926698696e-47,1.6353600473207845e-46
GLYCOCAT-PWY: glycogen degradation I (bacterial),5,0.0001129786,403,0.0002457540182878412,0.8543497573027102,2.175226266636701,0.0444319950105364,0.10303071306791049,164,0.00012124190243902414,164,0.0003264302762195123,2.363215610647437,2.692388272146117,3.8106480233511166e-47,1.905324011675558e-46
PWY-5384: sucrose degradation IV (sucrose phosphorylase),5,8.29291e-05,403,0.00017012314143920594,0.7657089835575234,2.051428767937985,0.06869438086643485,0.1415163210982349,164,7.563029268292696e-05,164,0.00023778948902439031,2.3184179520643493,3.144103778909079,3.7796753308877035e-47,1.905324011675558e-46
PWY-5154: L-arginine biosynthesis III (via N-acetyl-L-citrulline),5,0.00014603192,403,0.00025147965362282875,0.9813498885432689,1.7220868808876082,0.016729561635386265,0.05992678794765229,164,0.0001975776890243901,164,0.0002812901768292682,1.601137726717547,1.4236940325511356,6.64624198735394e-47,3.2888620143607123e-46
PWY-6595: superpathway of guanosine nucleotides degradation (plants),5,5.9256e-07,403,6.790564661290322e-05,0.6520265093441029,114.59708149875661,0.0016975965495044409,0.026388263853266865,164,4.1551463414634143e-07,164,2.502463582317073e-05,1.339099118558212,60.225642532621904,9.542708587915145e-47,4.6739797165298675e-46
PWY-5863: superpathway of phylloquinol biosynthesis,5,6.066038e-05,403,0.00013421330029776674,0.9623839206312014,2.2125364248916135,0.014582574672539437,0.0542607429675886,164,8.584980426829275e-05,164,0.00015294226280487792,2.2055764844167105,1.7815097437719458,9.72782243862992e-47,4.716519970244809e-46
PWY-5989: stearate biosynthesis II (bacteria and plants),5,0.00015315326,403,0.0002726167544813896,0.9104195191780079,1.7800258021369548,0.02472348329684329,0.07106150887715437,164,0.00019985961585365874,164,0.0003303376768292684,1.956874500248999,1.6528485528119314,1.0153746417673604e-46,4.8737982804833295e-46
COBALSYN-PWY: adenosylcobalamin salvage from cobinamide I,5,9.264184e-05,403,0.00020713111126550863,1.028276427822308,2.2358268279808415,0.007084161660801145,0.034697934665148464,164,9.424502560975625e-05,164,0.0002301748901829268,2.245149236111707,2.442302802654224,3.423148857345076e-46,1.6268430213125115e-45
PWY-5838: superpathway of menaquinol-8 biosynthesis I,5,0.0001293056,403,0.00016989466434243184,0.42657008849473094,1.3139002822958312,0.09166989146810185,0.17188104650269098,164,0.00016309793902439054,164,0.00022497584268292675,1.6177611579341162,1.379391082613758,4.032422394385513e-46,1.8976105385343592e-45
PWY0-781: aspartate superpathway,5,0.0001348411,403,0.00021875864235732016,0.7400044661318607,1.6223439467441318,0.03161359255780296,0.08383715153450509,164,0.00020503853658536644,164,0.00026878320426829247,1.2148458319055682,1.3108911560943879,7.284643355712757e-46,3.3621430872520413e-45
"P4-PWY: superpathway of L-lysine, L-threonine and L-methionine biosynthesis I",5,0.00013941724000000001,403,0.00022617496553349882,0.7463980600034942,1.6222883592696198,0.03335701902587954,0.08701831050229446,164,0.0002039640182926832,164,0.0002742947317073171,1.2984693942454522,1.344819218621743,7.284643355712757e-46,3.3621430872520413e-45
PWY-7111: pyruvate fermentation to isobutanol (engineered),5,0.0003468956,403,0.0005902792059553349,1.1606249648025002,1.7016047651089692,0.012917476887565078,0.050003136338961585,164,0.00042661278658536595,164,0.0006588883475609758,1.895804233925619,1.54446460181083,1.282309691052241e-45,5.861987159095958e-45
POLYAMSYN-PWY: superpathway of polyamine biosynthesis I,5,0.0001046132,403,0.00023232497769230782,1.0310178392641627,2.22079983876134,0.020844089600784575,0.06582344084458287,164,0.0001031484878048779,164,0.00028658026024390237,2.511160288898969,2.7783273060291047,1.9472799217324e-45,8.817871343693887e-45
ARG+POLYAMINE-SYN: superpathway of arginine and polyamine biosynthesis,5,0.0001247002,403,0.00023819797315136483,0.9792318625983568,1.9101651252473115,0.0216984702002212,0.06763808130507822,164,0.00014225478048780467,164,0.0002796717958536586,2.2219831075627225,1.965992249220999,2.3487803520866852e-45,1.0536584757024382e-44
PWY-3781: aerobic respiration I (cytochrome c),5,0.00011413814000000001,403,3.572088226550869e-05,1.2163466890757129,0.3129618396226597,0.036961263041142195,0.0904911987542321,164,0.00016606940914634126,164,3.270072461585366e-05,2.5330697271149387,0.19690998350597852,4.222006462485477e-45,1.876447316660212e-44
PWY-5913: TCA cycle VI (obligate autotrophs),5,0.00017828459999999998,403,0.0003303278674441688,0.9114532455806423,1.8528121186247652,0.029910533977584326,0.08059968466844296,164,0.0002479593719512197,164,0.0004159439939024389,1.809241621551162,1.6774683313210939,7.582541982001378e-45,3.3391010562941846e-44
PWY-5897: superpathway of menaquinol-11 biosynthesis,5,0.0001339928,403,0.00019465895359801477,0.7165053132976097,1.4527568167693696,0.03651085527204967,0.09033613675558681,164,0.00017535023780487766,164,0.00022684576463414643,1.36325794024627,1.2936724094242222,3.491844522041244e-44,1.4965047951605333e-43
PWY-5898: superpathway of menaquinol-12 biosynthesis,5,0.0001339928,403,0.00019465895359801477,0.7165053132976097,1.4527568167693696,0.03651085527204967,0.09033613675558681,164,0.00017535023780487766,164,0.00022684576463414643,1.36325794024627,1.2936724094242222,3.491844522041244e-44,1.4965047951605333e-43
PWY-5899: superpathway of menaquinol-13 biosynthesis,5,0.0001339928,403,0.00019465895359801477,0.7165053132976097,1.4527568167693696,0.03651085527204967,0.09033613675558681,164,0.00017535023780487766,164,0.00022684576463414643,1.36325794024627,1.2936724094242222,3.491844522041244e-44,1.4965047951605333e-43
PWY4LZ-257: superpathway of fermentation (Chlamydomonas reinhardtii),5,9.565282e-05,403,0.00021828098439205968,1.0675595969028373,2.2820130592287784,0.0125562310291492,0.04940156470484931,164,0.0001193116463414634,164,0.00024679356158536586,2.1733022817004275,2.0684783854130733,3.5795955898924897e-44,1.5205361797773408e-43
PWY-5840: superpathway of menaquinol-7 biosynthesis,5,0.00010859198000000002,403,0.00017455327667493799,0.8584718220871222,1.6074232800151351,0.024589291088455242,0.07106150887715437,164,0.00015194724207317117,164,0.00020676404085365858,1.3979219313982707,1.3607620515684649,5.092817785478453e-44,2.14434433072777e-43
NAGLIPASYN-PWY: lipid IVA biosynthesis,5,0.00010740812000000001,403,0.00019161365523573214,0.7519056934158025,1.7839773681517945,0.05834762326175062,0.1280007715454485,164,0.00011303208780487833,164,0.00023858759999999997,2.3053392351986455,2.1107953027627153,6.439965749662288e-44,2.6420372306306825e-43
VALSYN-PWY: L-valine biosynthesis,5,0.0002597386,403,0.0004887354553349873,1.296039998626458,1.8816435267418368,0.005600207765958547,0.03388965890891028,164,0.0003130753658536577,164,0.0004951634756097562,1.805927707708454,1.5816111058741453,6.388591806325579e-44,2.6420372306306825e-43
ILEUSYN-PWY: L-isoleucine biosynthesis I (from threonine),5,0.0002597386,403,0.000486186487096774,1.2497569944858085,1.8718299363158728,0.006183134270432254,0.034405198941103735,164,0.0003130753658536577,164,0.0004951634756097562,1.805927707708454,1.5816111058741453,6.388591806325579e-44,2.6420372306306825e-43
PWY0-1415: superpathway of heme biosynthesis from uroporphyrinogen-III,5,4.932192e-05,403,0.00010634852130272946,0.8019437895545432,2.1562121122358873,0.06392265962680782,0.13636834053719002,164,6.437848536585361e-05,164,0.00014358796027439026,2.0875702740667816,2.2303718308748746,8.069395971716219e-44,3.2824661579862587e-43
PWY0-1241: ADP-L-glycero-&beta;-D-manno-heptose biosynthesis,5,4.799634e-05,403,0.00012536238495285357,0.7220450503616348,2.6119155117422195,0.026072581230457963,0.07411643175112427,164,3.72100347560976e-05,164,0.00011462444146341462,2.2543007671288118,3.0804712281176014,9.62325258028567e-44,3.881648099611027e-43
PWY-5850: superpathway of menaquinol-6 biosynthesis I,5,0.00010859198000000002,403,0.00015219674982630264,0.49194132196408996,1.4015468713831594,0.09049482041803593,0.1710138338608553,164,0.00015194724207317117,164,0.00020553104695121953,1.2962419181944804,1.3526474330626201,1.1273801973156267e-43,4.435594218946728e-43
PWY-5896: superpathway of menaquinol-10 biosynthesis,5,0.00010859198000000002,403,0.00015219674982630264,0.49194132196408996,1.4015468713831594,0.09049482041803593,0.1710138338608553,164,0.00015194724207317117,164,0.00020553104695121953,1.2962419181944804,1.3526474330626201,1.1273801973156267e-43,4.435594218946728e-43
PWY-5845: superpathway of menaquinol-9 biosynthesis,5,0.00010859198000000002,403,0.0001532224277419354,0.5075057242991138,1.4109921169310604,0.08557639676369062,0.1649253199673287,164,0.00015194724207317117,164,0.00020553104695121953,1.2962419181944804,1.3526474330626201,1.1273801973156267e-43,4.435594218946728e-43
NAD-BIOSYNTHESIS-II: NAD salvage pathway II,5,4.559332e-05,403,0.00011152585765012415,0.7254138248959194,2.446100824641069,0.033792430666334694,0.08720627268731533,164,7.007258414634165e-05,164,0.0001333660664634146,1.6218204318574925,1.903256003587494,3.5302583513671667e-43,1.3776617956554798e-42
RHAMCAT-PWY: L-rhamnose degradation I,5,0.00012107599999999999,403,0.00018806290352853616,0.5709306915072627,1.5532632687612422,0.11297744895155928,0.2008487981361054,164,0.00013768332926829247,164,0.0002572152054878049,2.106265700206939,1.8681652081973574,4.453717612621148e-43,1.7240197210146378e-42
PWY-5345: superpathway of L-methionine biosynthesis (by sulfhydrylation),5,0.00012135414,403,0.00011874482331265515,0.024151875090645293,0.9784983298687226,0.872137051672404,0.9317700506039664,164,0.00017346807926829259,164,5.113716286585365e-05,2.4238862256340004,0.2947929272149425,1.5198540693732563e-42,5.836239626393304e-42
FUC-RHAMCAT-PWY: superpathway of fucose and rhamnose degradation,5,9.500424e-05,403,0.00015365551612903225,0.5874767042607865,1.617354300492612,0.1103063337567429,0.196829145736939,164,0.00012011504268292687,164,0.0002192877334146342,1.97764503823163,1.8256475501865157,2.4402440450694665e-42,9.296167790740824e-42
SER-GLYSYN-PWY: superpathway of L-serine and glycine biosynthesis I,5,0.0001861536,403,0.0003253279315136478,0.8979595223691886,1.7476316950821675,0.0221596872658951,0.06805232177377711,164,0.00023461284146341426,164,0.0003573512378048781,1.394768244707308,1.5231529338968592,2.5856687853751154e-42,9.772606432913822e-42
P441-PWY: superpathway of N-acetylneuraminate degradation,5,0.00010538488000000001,403,0.00020930278188585608,1.0105220397093289,1.986079804672701,0.011750101376051758,0.048926297158723646,164,0.0001415310426829271,164,0.00022851737987804872,1.8656973254715494,1.6146095976272687,2.923715310342055e-42,1.0963932413782706e-41
KDO-NAGLIPASYN-PWY: superpathway of (Kdo)2-lipid A biosynthesis,5,7.91616e-06,403,3.892567552133998e-05,0.6015092304609057,4.917242137771342,0.15468217333696258,0.26235845654325807,164,1.072887804878049e-06,164,4.926858532378046e-05,1.535131960139189,45.921470166566614,3.052142089586895e-42,1.1356807775207051e-41
"PWY-6837: fatty acid beta-oxidation V (unsaturated, odd number, di-isomerase-dependent)",5,1.638388e-05,403,6.376371099503727e-05,0.8303086333123368,3.8918565684707938,0.029967278174221564,0.08059968466844296,164,1.811203048780488e-05,164,8.67730595731707e-05,1.7634723684232476,4.790907327126928,5.770601473237216e-42,2.1306836208875876e-41
HEMESYN2-PWY: heme biosynthesis II (anaerobic),5,7.450018e-05,403,0.00014596040451612905,0.7083828347109755,1.9591953269928888,0.06296937433366155,0.1349343735721319,164,9.951459268292701e-05,164,0.00018655897140243914,2.0293159617286545,1.8746895944884443,9.119765123537107e-42,3.3415933277082536e-41
ASPASN-PWY: superpathway of L-aspartate and L-asparagine biosynthesis,5,0.00021028399999999998,403,0.0003682015428535981,1.0260439459481228,1.7509726981301388,0.017350224640468453,0.06123608696635925,164,0.0003055186036585375,164,0.00042059043353658536,1.2712923157574152,1.3766442648666257,1.2242070852975773e-41,4.4516621283548263e-41
PWY-6531: mannitol cycle,5,5.744452e-05,403,0.00011585042097270473,0.6050064495893634,2.0167358169709617,0.18628508099700458,0.3063783128727159,164,8.289771341463423e-05,164,0.00017821850853658538,1.7001715241681958,2.149860366415412,2.543422205026746e-41,9.179268108367203e-41
GLUCOSE1PMETAB-PWY: glucose and glucose-1-phosphate degradation,5,0.00010221956,403,0.0001933981679900743,0.7583108334017133,1.8919878738479632,0.08589860414965038,0.1649253199673287,164,0.00010341761219512194,164,0.00026467196951219515,2.200535843824328,2.55925430779458,2.782199313405541e-41,9.966087092795967e-41
PWY-7094: fatty acid salvage,5,7.248871999999999e-06,403,6.806890836972707e-05,0.8161350848167379,9.39027594496455,0.06426574897566745,0.13644302977253092,164,2.76056231707317e-06,164,9.739946643292686e-05,1.8129720581396163,35.282473368032015,3.1302561934063294e-41,1.112979979877806e-40
P105-PWY: TCA cycle IV (2-oxoglutarate decarboxylase),5,0.000131454,403,0.00018329966652605475,0.37760548879838896,1.39440158934726,0.2574329707365184,0.38801584921269416,164,0.00019024071951219513,164,0.00028423957682926826,1.37622681985501,1.494104824446101,3.8773041306083806e-41,1.3684602813911932e-40
"PWY-7117: C4 photosynthetic carbon assimilation cycle, PEPCK type",5,0.00015967462,403,0.00030115761580645154,0.8300128275844968,1.8860706592347085,0.05209279257351741,0.11739220861637728,164,0.00022477793902438994,164,0.00037671126829268294,1.539694114649021,1.6759263383574632,4.905301281762192e-41,1.7186457045590165e-40
PWY-821: superpathway of sulfur amino acid biosynthesis (Saccharomyces cerevisiae),5,8.535655999999999e-05,403,6.008166276923073e-05,0.38693948786415744,0.703890395409922,0.3043602704821998,0.43740398153130516,164,0.00011318637195121936,164,3.120420676829269e-05,2.345608999761561,0.2756887267465465,6.100015359295221e-41,2.121744472798338e-40
PWY-6629: superpathway of L-tryptophan biosynthesis,5,0.00010544300000000001,403,0.00015449455225806448,0.45606851668227344,1.4651949608609813,0.1161187323926612,0.20457549836162786,164,0.00013741461585365844,164,0.00020402741585365868,1.451787837298423,1.4847577500121272,9.417317353434618e-41,3.252023258740012e-40
PWY-6891: thiazole biosynthesis II (Bacillus),5,0.00010624750000000002,403,0.00018430203652605457,0.803810668274267,1.734648217850345,0.043872988876447035,0.10303071306791049,164,9.776192926829255e-05,164,0.00021528938536585372,2.111819525680209,2.202180204269754,1.2914721406427557e-40,4.427904482203733e-40
TCA-GLYOX-BYPASS: superpathway of glyoxylate bypass and TCA,5,0.000166229,403,0.00021300343215880887,0.3503098805381266,1.2813855113055417,0.20476183019971927,0.32330815294692516,164,0.0002238603719512195,164,0.000303210118292683,1.2765227265609407,1.354460888498632,1.4454007943768507e-40,4.920513342559491e-40
PWY-7616: methanol oxidation to carbon dioxide,5,2.6559e-05,403,1.1863486282878412e-05,0.9553673838820645,0.4466842231589447,0.20851724851251396,0.3270858800196298,164,4.47650402439025e-05,164,1.6981336164634153e-05,2.0627515067884374,0.37934370374987436,1.5428855032252232e-40,5.215387616535966e-40
KETOGLUCONMET-PWY: ketogluconate metabolism,5,4.488336e-05,403,9.881559560794044e-05,0.5835673836270165,2.201608694356671,0.186525468676066,0.3063783128727159,164,4.0965691463414614e-05,164,0.00012854506432926824,1.4278407905504114,3.137871221924045,3.5192462856343464e-40,1.1812854665066337e-39
PWY-6305: putrescine biosynthesis IV,5,0.0001931294,403,0.00031477846203473966,0.8037776173371027,1.6298837050948207,0.07380321727244003,0.14699395971274365,164,0.00020900311585365865,164,0.00039293067134146326,1.9566322666567069,1.8800230309321722,4.476741308377728e-40,1.492247102792576e-39
OANTIGEN-PWY: O-antigen building blocks biosynthesis (E. coli),5,0.00012374786,403,0.00015593905516129032,0.2575709989320505,1.2601353684927585,0.7012719940339716,0.8230086971547833,164,0.00022107110975609783,164,0.00011350975487804881,1.9190288715670387,0.5134535896765582,9.775572897397896e-40,3.236051717759304e-39
GALACT-GLUCUROCAT-PWY: superpathway of hexuronide and hexuronate degradation,5,3.143672e-05,403,8.915336019106697e-05,0.6664040944445548,2.8359625365199355,0.1971229390157817,0.31654425758900023,164,9.795874390243897e-06,164,0.00011814590772560975,1.7437651668103735,12.06078222514531,1.4379537799402409e-39,4.727519276515861e-39
PWY-7446: sulfoglycolysis,5,5.856362000000001e-06,403,5.061446076674939e-05,0.7297978866719373,8.642645513844496,0.1026255829285994,0.18730144412824223,164,8.564039634146345e-07,164,6.113538823170731e-05,1.5093547407088874,71.3861575184095,1.4912767183384257e-39,4.8694749986560834e-39
THISYNARA-PWY: superpathway of thiamin diphosphate biosynthesis III (eukaryotes),5,9.778182e-05,403,0.0001849197659057074,1.159972344623357,1.8911466968574262,0.00962250830394147,0.041610846719746894,164,0.0001104669170731708,164,0.0001770141969512195,1.7407842407683762,1.6024181867406444,1.905197684958868e-39,6.179019518785518e-39
GLUCUROCAT-PWY: superpathway of &beta;-D-glucuronide and D-glucuronate degradation,5,2.407022e-05,403,7.785035239205952e-05,0.6831443533958342,3.234301655409029,0.19234291359383138,0.3133302771738629,164,7.179284146341465e-06,164,0.00010129105862195118,1.6425510493258184,14.10879644227046,2.526727734118172e-39,8.139794042796796e-39
PWY-7204: pyridoxal 5'-phosphate salvage II (plants),5,1.5232899999999998e-05,403,8.431618039454094e-05,0.7796259559709031,5.535136473983348,0.12861715568345342,0.2236820098842668,164,4.892976219512192e-06,164,0.00011615171776219505,1.778694212449684,23.73845948790956,2.8579345588722704e-39,9.145390588391266e-39
TCA: TCA cycle I (prokaryotic),5,0.000198807,403,0.0002657452212655086,0.4695695547534083,1.336699518958128,0.15025016850444792,0.2557449676671454,164,0.0002713622682926827,164,0.0003541767670731707,1.144439147424178,1.3051805960405922,3.9117294092964415e-39,1.2434636532862862e-38
ORNDEG-PWY: superpathway of ornithine degradation,5,0.0001035296,403,0.0002064469541687344,0.6892377328405993,1.9940862726093251,0.0894858825972944,0.17044930018532264,164,0.00015410075609756073,164,0.0002990913353658537,1.6871159096141548,1.9408816863721283,1.4404099004734776e-38,4.548662843600456e-38
PANTO-PWY: phosphopantothenate biosynthesis I,5,0.0001688396,403,0.00028974980421836205,1.2264532113253903,1.716124678205599,0.004718353920101413,0.03388965890891028,164,0.0001978673780487804,164,0.0002751646347560976,1.4840900230196017,1.39065184705819,1.9585128343291155e-38,6.144353990052128e-38
P122-PWY: heterolactic fermentation,5,4.659007999999999e-05,403,9.459289239950372e-05,0.6911656988316632,2.030322600852021,0.12130206207351166,0.21249996275651678,164,4.6109201219512205e-05,164,0.00012410921036585363,1.93004889327822,2.691636529876251,2.527462154864773e-38,7.877804119059032e-38
"PWY-5138: unsaturated, even numbered fatty acid &beta;-oxidation",5,6.7277253e-05,403,0.00018680326245161283,0.8251876043871712,2.776618457528473,0.0371136088696093,0.0904911987542321,164,8.153077439024377e-05,164,0.00023107330731707325,1.5896349816869229,2.8341851165432352,5.827827652457146e-38,1.8047466278576968e-37
PWY-5265: peptidoglycan biosynthesis II (staphylococci),5,0.0,403,0.00012274355682382148,0.757054251471527,inf,0.002595262212321945,0.028151540136384313,164,0.0,164,3.104044719512196e-05,0.9794685135690446,inf,1.4724881015031558e-37,4.5307326200097104e-37
PWY-6608: guanosine nucleotides degradation III,5,0.0001761518,403,0.00030984676258064545,0.8160083495341464,1.7589758525354011,0.02609516034570834,0.07411643175112427,164,0.00017766672560975662,164,0.0003209286114634146,1.5667209413831933,1.8063518104584844,2.103575417213859e-37,6.431313377469123e-37
PWY-6897: thiamin salvage II,5,0.00011597743999999998,403,0.00021168542049627807,0.9007703008053553,1.8252292902505705,0.018936112466664465,0.06354006243852214,164,0.00014027109756097565,164,0.00019153570121951217,1.4205812918386977,1.3654680440227671,4.410852614177771e-37,1.340005857471728e-36
FASYN-ELONG-PWY: fatty acid elongation -- saturated,5,0.000203159,403,0.00035455316733250627,0.9234451084858095,1.7452003964013716,0.053970361861771544,0.12105501726004832,164,0.0002442452926829262,164,0.0004216660670731707,1.9559426385599634,1.7264040688004914,6.985780905987116e-36,2.1089149904866768e-35
P164-PWY: purine nucleobases degradation I (anaerobic),5,0.0,403,8.174634094789082e-05,0.6631732777202503,inf,0.005417334896396731,0.03388965890891028,164,0.0,164,3.370369951219511e-05,0.7784138410927648,inf,7.759401654494095e-36,2.3278204963482285e-35
P161-PWY: acetylene degradation,5,0.00011670228,403,0.00024168425210918093,0.944745615827134,2.0709471323883384,0.034340122112009666,0.08767690752002467,164,0.0001245117585365855,164,0.00028090078902439015,1.6307545264854226,2.2560181650783817,1.3551962269980115e-35,4.0403365773853765e-35
PWY-5182: toluene degradation II (aerobic) (via 4-methylcatechol),5,0.0,403,7.452953069975188e-05,0.8662233553014853,inf,0.022542331587563667,0.06805232177377711,164,0.0,164,9.381319110365855e-05,1.4581556032584404,inf,3.7244450974295036e-34,1.0769479799796155e-33
"PWY-7288: fatty acid &beta;-oxidation (peroxisome, yeast)",5,0.0,403,1.7241797394540933e-05,0.5008177040497923,inf,0.011925784932438888,0.048926297158723646,164,0.0,164,6.553780609756098e-06,0.86168984133911,inf,3.7244450974295036e-34,1.0769479799796155e-33
PWY66-391: fatty acid &beta;-oxidation VI (peroxisome),5,0.0,403,2.469572133746897e-05,0.5796515305844636,inf,0.012214699838285744,0.04896142992188201,164,0.0,164,1.221325609146341e-05,0.9032633226718709,inf,3.7244450974295036e-34,1.0769479799796155e-33
PWY-5415: catechol degradation I (meta-cleavage pathway),5,0.0,403,1.1217154719602982e-05,0.39224911788916045,inf,0.022542331587563667,0.06805232177377711,164,0.0,164,7.001786243902435e-06,0.8971316355181973,inf,3.7244450974295036e-34,1.0769479799796155e-33
PWY-5180: toluene degradation I (aerobic) (via o-cresol),5,0.0,403,7.452953069975188e-05,0.8662233553014853,inf,0.022542331587563667,0.06805232177377711,164,0.0,164,9.381319110365855e-05,1.4581556032584404,inf,3.7244450974295036e-34,1.0769479799796155e-33
PWY-5705: allantoin degradation to glyoxylate III,5,1.1740672e-05,403,2.357417105459059e-05,0.33836936011474456,2.0079064515719875,0.7816247106515762,0.8807038993257198,164,1.2740376829268286e-06,164,3.9788123841463396e-05,1.3193138840728138,31.229942704723385,1.3067953121960871e-33,3.756058382360011e-33
PWY-6282: palmitoleate biosynthesis I (from (5Z)-dodec-5-enoate),5,0.00019086894,403,0.00032397237316377143,0.8554718630878426,1.6973551231738984,0.07535848045978374,0.14764112983955055,164,0.00023580150000000028,164,0.00038486833536585376,1.7154686247289175,1.6321708528819932,6.216001221237905e-33,1.7760003489251158e-32
PWY-7664: oleate biosynthesis IV (anaerobic),5,0.00019655986,403,0.0003331666447245658,0.8631297702433216,1.6949882072797866,0.07535849335560392,0.14764112983955055,164,0.00023765913414634202,164,0.00039440985975609767,1.7908747186419327,1.6595611238456929,1.2056611336124872e-32,3.4243629830413834e-32
CODH-PWY: reductive acetyl coenzyme A pathway,5,0.0,403,1.8073273935483866e-05,0.3520848620457484,inf,0.01281018219572059,0.049990954910129136,164,0.0,164,2.690982109756098e-06,0.8346234996532498,inf,1.6319223460477042e-32,4.607780741781753e-32
PWY-922: mevalonate pathway I,5,0.0,403,2.593012886600497e-05,0.42969432239796035,inf,0.006357481318440398,0.034405198941103735,164,0.0,164,4.497977920731707e-06,0.7688762653588349,inf,1.0446302174883353e-31,2.932295347335678e-31
"PWY-7115: C4 photosynthetic carbon assimilation cycle, NAD-ME type",5,6.933672e-05,403,6.313108136476428e-05,0.10093891803457711,0.9104999683394929,0.6728807950533922,0.8014461082521792,164,9.060738780487827e-05,164,3.561103079268294e-05,1.8742883002657222,0.39302568648564057,3.8107951228083167e-31,1.063477708690693e-30
DTDPRHAMSYN-PWY: dTDP-L-rhamnose biosynthesis I,5,0.00013053878,403,0.00018260558113399506,0.2904292012178832,1.3988607916666225,0.6279010438919592,0.7649555864673615,164,0.0002443261585365846,164,0.0001323850094512195,1.393196736471641,0.5418372320186773,6.885207617262698e-31,1.9103466221306907e-30
PWY0-862: (5Z)-dodec-5-enoate biosynthesis,5,0.00018864495999999998,403,0.0003310899700297766,0.9186919181859053,1.7550957631191242,0.05590328910814448,0.12365704503184033,164,0.00022941630487804864,164,0.00036355933536585353,1.594744990932098,1.5847144585434396,8.304947741146755e-31,2.2910200665232428e-30
P621-PWY: nylon-6 oligomer degradation,5,8.26192e-06,403,6.8629695161290295e-06,0.08430668892285112,0.8306748935028456,0.9068423883170649,0.9368018205974611,164,2.2248406097560962e-05,164,4.426094079268293e-06,1.824638324003109,0.19893982786270314,1.6178543680421875e-30,4.428086656935571e-30
PWY-5910: superpathway of geranylgeranyldiphosphate biosynthesis I (via mevalonate),5,0.0,403,2.3352932858560807e-05,0.4383983598382474,inf,0.008883559883535916,0.03948248837127073,164,0.0,164,5.041633365853661e-06,0.8935814893251263,inf,1.6236317742097092e-30,4.428086656935571e-30
GLYOXYLATE-BYPASS: glyoxylate cycle,5,0.0001318844,403,0.00016790783022084378,0.32458666929729296,1.273143982312114,0.2963079322308866,0.42839701045429385,164,0.00018025748170731704,164,0.00024302530792682917,1.088431792771809,1.3482120443767647,3.763808379953831e-30,1.0206937979535812e-29
PWY-6892: thiazole biosynthesis I (E. coli),5,0.0001462416,403,0.00024194870605459063,0.8042018892886466,1.6544451514110254,0.018536616113833112,0.06354006243852214,164,0.00020986264634146362,164,0.00026445315609756104,0.9407674683303254,1.2601249469963998,6.176830997383675e-30,1.6656622914293055e-29
PWY-6703: preQ0 biosynthesis,5,9.232064e-05,403,0.00019978691017369724,0.9278758284538332,2.164054648816313,0.01932694893590434,0.06354006243852214,164,0.00012127137195121965,164,0.00016848487499999997,1.1843300659473037,1.3893210927618724,1.66608499267068e-29,4.4677139468264044e-29
TEICHOICACID-PWY: teichoic acid (poly-glycerol) biosynthesis,5,1.751056e-06,403,5.637710689826299e-05,0.5551683634770014,32.196061632673654,0.005564848234413375,0.03388965890891028,164,6.406302439024389e-07,164,1.681589231707317e-05,0.8678081116258546,26.248982899461815,6.796028538497786e-29,1.812274276932743e-28
PWY-6895: superpathway of thiamin diphosphate biosynthesis II,5,0.00011164928000000001,403,0.00016440926421836235,0.6607527244802629,1.4725510475155983,0.055817951271165726,0.12365704503184033,164,0.00014541627439024402,164,0.00018022805060975618,1.0002380860984414,1.2393939493050832,1.6229473577599912e-28,4.303948794059645e-28
PWY-4321: L-glutamate degradation IV,5,1.617498e-05,403,1.1478180491315139e-05,0.15163826184845022,0.7096256373309358,0.18108010219828197,0.30180017033046996,164,3.0760914634146405e-05,164,1.0577643615853654e-05,1.3324345167671214,0.3438663557848782,2.2015734165335855e-27,5.8063474721764896e-27
FUCCAT-PWY: fucose degradation,5,0.00010984347999999999,403,0.000157194217617866,0.463855924536185,1.4310746310829372,0.21243761062776756,0.33095068385095333,164,0.0001388653597560975,164,0.000203866116097561,1.1713268091261146,1.4680847437808144,2.2962180312755447e-27,6.022866967280118e-27
