,N Control(raw),Mean Control(raw),N Case(raw),Mean Case(raw),cohen's d(raw),Fold change(raw),p-value(raw),fdr(raw),N Control(PSM),Mean Control(PSM),N Case(PSM),Mean Case(PSM),cohen's d(PSM),Fold change(PSM),p-value(PSM),fdr(PSM)
DAPLYSINESYN-PWY: L-lysine biosynthesis I,40,0.000173304182,38,9.811032184210526e-05,0.672850950170602,0.5661162974249823,0.027505687055293236,0.061986500493029256,94,0.00010632702085106389,94,0.00010867063968085097,0.03036582878306718,1.0220416109755381,0.004065872840713474,0.02037261816995794
PWY-6123: inosine-5'-phosphate biosynthesis I,40,0.00017676732674999998,38,9.913527763157896e-05,0.7038981846494137,0.5608235382310491,0.028942264733580615,0.064605718907661,94,0.00010846843446808504,94,0.00011082550478723406,0.030776433150634986,1.0217304723785108,0.004170600369623331,0.02067739762202725
PWY-6387: UDP-N-acetylmuramoyl-pentapeptide biosynthesis I (meso-diaminopimelate containing),40,0.00018243026050000002,38,0.00010430911842105262,0.666534655480103,0.5717753081926483,0.03623308490467913,0.0748499253951924,94,0.00011355331531914887,94,0.00011502854148936169,0.018001238501838376,1.0129914848022412,0.004499632075974588,0.02207631987275032
PWY-6629: superpathway of L-tryptophan biosynthesis,40,6.576675e-08,38,2.50302e-06,0.39226940573004027,38.059049595730365,0.14113579683456126,0.22843628972191876,94,5.5971702127659576e-08,94,3.035577446808511e-06,0.4371007945436142,54.234145673915776,0.004572037490575814,0.022200305753208333
PWY-6386: UDP-N-acetylmuramoyl-pentapeptide biosynthesis II (lysine-containing),40,0.00018141157900000002,38,0.00010389938684210524,0.6742919412423718,0.5727274268535264,0.03364573254542606,0.07074616084328426,94,0.00011234801085106388,94,0.00011477825319148934,0.03037446972959463,1.0216313784464521,0.004653278493849921,0.022324567633349928
PEPTIDOGLYCANSYN-PWY: peptidoglycan biosynthesis I (meso-diaminopimelate containing),40,0.00018263779349999998,38,0.00010448687368421054,0.6676610754898982,0.5720988612590228,0.0344900490840187,0.07219916941587914,94,0.00011293760404255319,94,0.00011540137446808504,0.030184899993283863,1.0218153240138115,0.004692425043952533,0.022324567633349928
COA-PWY-1: coenzyme A biosynthesis II (mammalian),40,0.00019352884775000002,38,0.0001113781421052632,0.6697419553808684,0.5755118340245644,0.03281915659747789,0.07026283071550948,94,0.00011627354489361697,94,0.00012357021382978717,0.08678379697837792,1.062754334555175,0.005495122442236717,0.025625769012806866
PWY-6125: superpathway of guanosine nucleotides de novo biosynthesis II,40,0.00023113920849999995,38,0.0001295349626315789,0.740268165629452,0.5604196859209152,0.018561851919295002,0.04830183565739196,94,0.0001407727093617021,94,0.00014364448808510638,0.03068990962509588,1.0204001097686166,0.005495122442236717,0.025625769012806866
PWY-5862: superpathway of demethylmenaquinol-9 biosynthesis,40,4.26506525e-06,38,1.4494647368421052e-06,0.37973239433831574,0.339845852731586,0.05139271354068796,0.09682387231065612,94,4.808093191489361e-06,94,1.757861489361702e-06,0.3588564155936101,0.3656047042668041,0.005714679457483208,0.026388372788966576
PWY-5845: superpathway of menaquinol-9 biosynthesis,40,5.4947120000000004e-06,38,1.8736818421052633e-06,0.3929385324132998,0.34099727922141565,0.05326265169572854,0.0991569523663563,94,5.876902978723403e-06,94,2.272337553191489e-06,0.3519304742302004,0.3866556180046199,0.005930704918742575,0.027120019579881097
PWY-7197: pyrimidine deoxyribonucleotide phosphorylation,40,0.00019126672375000006,38,0.00010582837947368422,0.7087340170069016,0.5533026205437065,0.02355902707748992,0.056613784456621186,94,0.00011642256808510633,94,0.00011713418106382988,0.008429699083293352,1.006112328480878,0.006063949203720156,0.027462693028386477
PWY-4981: L-proline biosynthesis II (from arginine),40,0.00014591968525000002,38,9.209738105263157e-05,0.5213147319906115,0.6311511767233033,0.2441761405892926,0.3517032483717334,94,9.721300446808516e-05,94,0.0001014178276595744,0.05461666734417214,1.043253710905208,0.00621420242635423,0.027875136598217547
PWY-7282: 4-amino-2-methyl-5-phosphomethylpyrimidine biosynthesis (yeast),40,6.790343025e-05,38,2.9569722368421052e-05,1.0242271963153455,0.4354672843412215,1.4943768094654944e-05,0.0016909395105226257,94,4.337421936170211e-05,94,3.419844468085108e-05,0.3914549946258696,0.7884509550631149,0.0062887879574093555,0.027943576678677418
PWY-181: photorespiration,40,1.10441675e-06,38,0.0,0.5293846981861051,0.0,0.014065117581296154,0.03919923302242893,94,4.3080297872340417e-07,94,0.0,0.37826893573930437,0.0,0.007262006814150088,0.029489233161283584
PWY-7200: superpathway of pyrimidine deoxyribonucleoside salvage,40,4.164301025000001e-05,38,3.541279999999999e-05,0.16563923498779495,0.8503900123310606,0.8024498174999146,0.8769231184279809,94,2.960354425531916e-05,94,4.030819127659576e-05,0.4698818982764239,1.361600183037313,0.0068970833794203355,0.029489233161283584
PWY-7229: superpathway of adenosine nucleotides de novo biosynthesis I,40,0.00011221042074999998,38,8.494285e-05,0.4912892613741423,0.7569960920942365,0.02968446157006699,0.06533355794159604,94,7.735092723404262e-05,94,9.471321808510648e-05,0.4088249893547302,1.224461315098788,0.006960644735673686,0.029489233161283584
P165-PWY: superpathway of purines degradation in plants,40,5.53310575e-07,38,2.1663236842105266e-07,0.225495075707942,0.39152038332369243,0.0650538351340532,0.11662213193035151,94,3.2972174468085106e-07,94,2.627243617021277e-07,0.05101081380245665,0.7968062948242239,0.007219301027604332,0.029489233161283584
P42-PWY: incomplete reductive TCA cycle,40,1.0648826e-05,38,9.774868947368422e-06,0.0703068212911908,0.9179292578701561,0.560353961626244,0.6500658027733027,94,8.219231276595743e-06,94,1.0907894680851068e-05,0.3933411209294156,1.3271185970774775,0.007221643555210549,0.029489233161283584
PWY-6565: superpathway of polyamine biosynthesis III,40,5.749567499999999e-07,38,0.0,0.492427904990582,0.0,0.026079845197308542,0.06021376023496237,94,2.876661702127659e-07,94,0.0,0.3673383268079015,0.0,0.007258336089152301,0.029489233161283584
PWY-6527: stachyose degradation,40,9.46916325e-06,38,5.9533307894736846e-06,0.3923863899636502,0.6287071658072517,0.017138030107939895,0.04534838303842523,94,8.877415106382981e-06,94,6.707808829787233e-06,0.23205051495204718,0.7556038271730955,0.006746958859494091,0.029489233161283584
1CMET2-PWY: N10-formyl-tetrahydrofolate biosynthesis,40,0.0001823278215,38,0.00010318655263157896,0.693768389719164,0.5659397001657203,0.03805065229443758,0.07792111839426132,94,0.00011246686085106378,94,0.0001141853425531915,0.021754280241914385,1.0152798939094019,0.006794230201279989,0.029489233161283584
PWY-6609: adenine and adenosine salvage III,40,0.00018078997275000004,38,0.00011076518157894741,0.6530137982196825,0.6126732577813687,0.04191913987693248,0.08437570462408205,94,0.00011435452468085094,94,0.00012350812553191487,0.12259080446470051,1.0800458125868695,0.0069047708158864,0.029489233161283584
PWY-5101: L-isoleucine biosynthesis II,40,2.1312785e-06,38,0.0,0.43473145055769885,0.0,0.007549977595972456,0.02419074454219746,94,1.026108829787234e-06,94,0.0,0.3036874959474298,0.0,0.007262741075815066,0.029489233161283584
"GOLPDLCAT-PWY: superpathway of glycerol degradation to 1,3-propanediol",40,1.13783745e-06,38,1.185376052631579e-06,0.010886553017632274,1.0417797837745444,0.04810251128566551,0.09255890720670958,94,1.1321820000000003e-06,94,1.4375837234042555e-06,0.06385543910764122,1.269746139228724,0.007755838836191496,0.03030512848765539
"PWY-6992: 1,5-anhydrofructose degradation",40,8.298447749999999e-07,38,9.977684210526316e-08,0.28077284376502687,0.12023554899801975,0.41718177381220456,0.5143785745171422,94,5.220319893617021e-07,94,1.2100595744680852e-07,0.2968755955773786,0.23179797390340906,0.007785393942688539,0.03030512848765539
PWY-6470: peptidoglycan biosynthesis V (&beta;-lactam resistance),40,4.928801249999999e-06,38,3.197515789473684e-06,0.1721757986459423,0.6487410685252696,0.011896924627976271,0.034905366236796236,94,3.514345106382978e-06,94,3.8778382978723405e-06,0.03605191117581128,1.1034312739603072,0.007642954547258547,0.03030512848765539
PWY-6317: galactose degradation I (Leloir pathway),40,1.2589896749999997e-05,38,8.45900710526316e-06,0.3877768787164071,0.6718885208699715,0.015880592597959427,0.042987121342752246,94,1.231947478723404e-05,94,9.716325000000004e-06,0.23810006386601945,0.7886963663474087,0.007683443674210032,0.03030512848765539
PWY-5097: L-lysine biosynthesis VI,40,0.00017716329775000001,38,9.909658894736843e-05,0.6781255449109599,0.5593516840446623,0.027505687055293236,0.061986500493029256,94,0.00010909246191489356,94,0.00010977805085106378,0.008498213656791539,1.006284475793617,0.007542124597297899,0.03030512848765539
"PWY-724: superpathway of L-lysine, L-threonine and L-methionine biosynthesis II",40,0.00017412555099999998,38,9.814786789473684e-05,0.6717371279702558,0.5636614921306802,0.031218061588411204,0.06744819728505357,94,0.00010831429446808512,94,0.00010877098914893613,0.005728823024065576,1.004216384209432,0.008363012491594813,0.03228671216017342
PWY0-1261: anhydromuropeptides recycling,40,3.712104624999999e-05,38,1.956676236842105e-05,0.8176321769661471,0.5271069742119958,3.992379537601393e-05,0.002089345291344729,94,2.695772893617021e-05,94,2.2867539148936176e-05,0.2458079468719391,0.8482739478196151,0.009018334447608894,0.034533622153038936
PWY-7210: pyrimidine deoxyribonucleotides biosynthesis from CTP,40,8.071845825e-06,38,2.848186315789474e-06,0.5482400308275243,0.35285440003922197,0.004156071330005726,0.016983121299640032,94,6.279273563829787e-06,94,3.2918846808510666e-06,0.3589458364079721,0.524246100665714,0.009104099827667918,0.03456644397371131
P161-PWY: acetylene degradation,40,1.3274141074999998e-05,38,8.354347868421054e-06,0.19989324810374534,0.6293701280721891,0.8981890242744522,0.9636606615791959,94,7.222066765957444e-06,94,9.867630287234042e-06,0.1452714202615604,1.3663166801153035,0.009173684706398967,0.03456644397371131
UDPNAGSYN-PWY: UDP-N-acetyl-D-glucosamine biosynthesis I,40,0.00018688366275,38,0.00010429461578947371,0.7278495611327753,0.5580724085496538,0.024816189401396887,0.059032450545747135,94,0.00011598530978723404,94,0.00011577372021276587,0.0027431235075490853,0.9981757209179652,0.009631429582130206,0.03599637417432771
PWY-7219: adenosine ribonucleotides de novo biosynthesis,40,0.00020740063499999996,38,0.00012098529210526319,0.7074940436498555,0.583340991724848,0.020655179425341622,0.05202454283067328,94,0.00013069030957446799,94,0.00013520381382978728,0.05240612248758148,1.0345358754602036,0.009782454128055089,0.03599637417432771
TRPSYN-PWY: L-tryptophan biosynthesis,40,6.143194975e-05,38,2.7961901052631578e-05,1.0072046828274488,0.45516870563971606,2.2988152983994268e-05,0.0016909395105226257,94,3.976600574468084e-05,94,3.2112261914893616e-05,0.38208517231417133,0.8075304852358475,0.009782255559698723,0.03599637417432771
"P461-PWY: hexitol fermentation to lactate, formate, ethanol and acetate",40,4.812326324999999e-06,38,4.3834628947368415e-06,0.061675220248346194,0.9108823048771203,0.9959054291335602,1.0,94,3.1001703829787228e-06,94,5.129030000000004e-06,0.3393213132104787,1.6544348749864197,0.010716927553166403,0.03912924711272384
COA-PWY: coenzyme A biosynthesis I,40,0.0001684940705,38,9.436254657894737e-05,0.7122838640638604,0.5600348208036636,0.020655179425341622,0.05202454283067328,94,0.00010451100893617023,94,0.00010435511670212766,0.002137894943002896,0.9985083654283944,0.010816592676963001,0.03918934731422749
THRESYN-PWY: superpathway of L-threonine biosynthesis,40,0.00017848146525,38,0.00010030378236842102,0.6955386217338554,0.5619843059217657,0.024816189401396887,0.059032450545747135,94,0.00011099402680851055,94,0.00011126521414893608,0.003439811837466804,1.0024432606710756,0.01158836961194724,0.041665054100970614
THISYN-PWY: superpathway of thiamin diphosphate biosynthesis I,40,4.614065e-06,38,6.644978947368421e-06,0.1448215595681265,1.4401572035436045,0.533021631662707,0.6260678017783915,94,2.0996372340425528e-06,94,7.636793617021278e-06,0.43800431586181104,3.637196699125838,0.011833562141899465,0.042224301279050365
PWY-7539: 6-hydroxymethyl-dihydropterin diphosphate biosynthesis III (Chlamydia),40,0.00014488537325000003,38,8.52010842105263e-05,0.5875545362298227,0.5880585617397805,0.09803639689438111,0.16669726692149278,94,9.592187085106379e-05,94,9.412569042553185e-05,0.02469873091768589,0.9812745476125998,0.01222202563971732,0.043282511851931264
PWY-5651: L-tryptophan degradation to 2-amino-3-carboxymuconate semialdehyde,40,4.7013425e-07,38,0.0,0.5094473846239025,0.0,0.026079845197308542,0.06021376023496237,94,2.02175744680851e-07,94,0.0,0.35905276152055915,0.0,0.013207223094083573,0.04350071382736618
PWY-4202: arsenate detoxification I (glutaredoxin),40,0.0,38,3.644257894736842e-07,0.3184946242695532,inf,0.1492771047421113,0.23673237822738866,94,0.0,94,4.419631914893616e-07,0.3507714219665641,inf,0.01320543632572523,0.04350071382736618
PWY-6471: peptidoglycan biosynthesis IV (Enterococcus faecium),40,5.138162000000001e-05,38,3.2810507105263156e-05,0.5056006095921597,0.638565057023565,0.01371187339821989,0.03850077589300129,94,4.382200957446807e-05,94,3.767166329787234e-05,0.2963003769162485,0.8596516605167488,0.01278490660257662,0.04350071382736618
PWY0-1338: polymyxin resistance,40,0.0,38,2.3776526315789474e-07,0.3128307678091784,inf,0.1492771047421113,0.23673237822738866,94,0.0,94,2.883536170212766e-07,0.3444673548418028,inf,0.01320543632572523,0.04350071382736618
PWY-7392: taxadiene biosynthesis (engineered),40,9.84495e-08,38,1.7572684210526315e-07,0.10015054479938001,1.7849439774225684,0.5385153583954301,0.6293814734596713,94,0.0,94,2.131155319148936e-07,0.3069896246500587,inf,0.01320543632572523,0.04350071382736618
NADSYN-PWY: NAD biosynthesis II (from tryptophan),40,7.00076e-07,38,0.0,0.5067735787038382,0.0,0.026079845197308542,0.06021376023496237,94,2.9338234042553195e-07,94,0.0,0.35377326830599926,0.0,0.013207223094083573,0.04350071382736618
"PWY-7371: 1,4-dihydroxy-6-naphthoate biosynthesis II",40,0.0,38,2.4643184210526314e-07,0.3321649801446341,inf,0.1492771047421113,0.23673237822738866,94,0.0,94,2.988641489361702e-07,0.3660022511549303,inf,0.01320543632572523,0.04350071382736618
"PWY-7374: 1,4-dihydroxy-6-naphthoate biosynthesis I",40,0.0,38,1.1920052631578946e-07,0.3256873260113374,inf,0.1492771047421113,0.23673237822738866,94,0.0,94,1.4456234042553192e-07,0.35878244512173946,inf,0.01320543632572523,0.04350071382736618
PWY0-1533: methylphosphonate degradation I,40,7.273350000000001e-08,38,0.0,0.22072142786315235,0.0,0.3426053666403447,0.4326196452750733,94,1.8570255319148935e-07,94,0.0,0.36730499503960556,0.0,0.013193378499272159,0.04350071382736618
PWY-3781: aerobic respiration I (cytochrome c),40,0.00026910230000000006,38,0.00018030951052631577,0.6033302046034573,0.6700407634060197,0.06087871375204883,0.11005243468099966,94,0.00018783307127659575,94,0.00019704154468085103,0.08003228022485016,1.049024771525432,0.012886192820042414,0.04350071382736618
PWY-6121: 5-aminoimidazole ribonucleotide biosynthesis I,40,0.00021074587875000001,38,0.00011708421315789474,0.7316247159949192,0.5555705945585174,0.017116046249767855,0.04534838303842523,94,0.0001286565840425532,94,0.0001304345744680851,0.0202368481052443,1.0138196613781059,0.014525488954105752,0.04751045345405423
PWY-6385: peptidoglycan biosynthesis III (mycobacteria),40,0.000176647636,38,0.00010082678421052634,0.6697823777656923,0.5707791312334706,0.027505687055293236,0.061986500493029256,94,0.00011045509127659583,94,0.00011135244893617021,0.011271397769740522,1.0081241855780758,0.014742815580300217,0.047888731988423465
FOLSYN-PWY: superpathway of tetrahydrofolate biosynthesis and salvage,40,1.6023946749999997e-05,38,1.030644842105263e-05,0.31680147466533587,0.6431903813617349,0.21806687692918247,0.31602922779583065,94,1.5002321276595739e-05,94,1.1442429999999996e-05,0.23010641075240862,0.7627106358434461,0.01510749525564864,0.04800432709624547
PWY-6897: thiamin salvage II,40,0.00015688848499999998,38,8.885334473684208e-05,0.598913872190014,0.5663471397333086,0.08463109579605171,0.1481830710778452,94,9.916718297872341e-05,94,9.721158936170213e-05,0.023868882234690535,0.980279830904939,0.015074179129866576,0.04800432709624547
PWY-6277: superpathway of 5-aminoimidazole ribonucleotide biosynthesis,40,0.00022166386774999996,38,0.0001240021552631579,0.7312942145215967,0.5594152827966159,0.01665656958041391,0.04457525154758496,94,0.00013548412148936168,94,0.00013812936595744687,0.02887972214844197,1.0195243873526012,0.015186082244884446,0.04800432709624547
PWY-6122: 5-aminoimidazole ribonucleotide biosynthesis II,40,0.00022166386774999996,38,0.0001240021552631579,0.7312942145215967,0.5594152827966159,0.01665656958041391,0.04457525154758496,94,0.00013548412148936168,94,0.00013812936595744687,0.02887972214844197,1.0195243873526012,0.015186082244884446,0.04800432709624547
PWY-7221: guanosine ribonucleotides de novo biosynthesis,40,0.00022341716249999998,38,0.00012709579736842105,0.7446680687711088,0.5688721311569833,0.013732760828076894,0.03850077589300129,94,0.00013675880957446815,94,0.00014097980957446813,0.0482697792472029,1.0308645564635568,0.015526192588970356,0.04875224472936692
PWY0-1241: ADP-L-glycero-&beta;-D-manno-heptose biosynthesis,40,1.11681675e-06,38,5.146381578947368e-07,0.3326458263462286,0.4608080581659765,0.19566145490378806,0.28980045679145966,94,1.1448145744680848e-06,94,6.026559574468086e-07,0.32185431295158057,0.5264223315175915,0.016946999478352695,0.05286117055830543
PWY-6892: thiazole biosynthesis I (E. coli),40,1.14816625e-06,38,3.0216676315789477e-06,0.2790847916054342,2.6317335417052603,0.4964583424445943,0.5949920592656588,94,6.427679787234043e-07,94,3.39334085106383e-06,0.38922733158116796,5.279262445219057,0.017552339458530426,0.05438915713794626
PWY-5484: glycolysis II (from fructose 6-phosphate),40,6.810675274999999e-05,38,3.5692438684210516e-05,0.7812191594281402,0.5240660763144448,0.00014247683513071325,0.0027971945573531903,94,4.585652468085107e-05,94,4.118537308510636e-05,0.2146965116874432,0.8981355079074428,0.01796943340636453,0.055317667545082966
PWY1G-0: mycothiol biosynthesis,40,2.8262721750000004e-05,38,1.2413623684210525e-05,0.6684676023537599,0.43922251345840474,0.029457733741282424,0.06533355794159604,94,1.2026559361702132e-05,94,1.439785968085107e-05,0.19192869276447908,1.1971719631385351,0.01864540559801739,0.05665696581146781
"PWY-7388: octanoyl-[acyl-carrier protein] biosynthesis (mitochondria, yeast)",40,5.0811157750000005e-05,38,2.7144909210526325e-05,0.8517952535467933,0.5342312675511969,5.72760990925347e-05,0.0021087323896827746,94,3.411438212765957e-05,94,3.132314308510638e-05,0.1431541971687429,0.9181799912978612,0.018765364472588066,0.05665696581146781
URSIN-PWY: ureide biosynthesis,40,3.610165000000001e-06,38,5.87280447368421e-07,0.6174957968664349,0.16267412912385468,0.0020170036250840044,0.010995519045965102,94,1.5252153191489364e-06,94,7.122337340425531e-07,0.22246794774659404,0.46697258092055915,0.018732073754867826,0.05665696581146781
"PWY-7288: fatty acid &beta;-oxidation (peroxisome, yeast)",40,1.973189625e-05,38,8.793027631578946e-06,0.40917816987081473,0.44562506918608724,0.005699391965690978,0.020971981373753522,94,7.5406873404255315e-06,94,1.0348506702127659e-05,0.20811840325998135,1.3723558921014325,0.0191991768405156,0.0568535044567061
HEME-BIOSYNTHESIS-II: heme biosynthesis I (aerobic),40,0.00015460786875000002,38,8.742449473684208e-05,0.6475597126607349,0.5654595425424753,0.04949005850330464,0.09399119981877614,94,9.71206680851064e-05,94,9.66661074468085e-05,0.006183130690793524,0.9953196302366911,0.019313292384443684,0.0568535044567061
PWY-6612: superpathway of tetrahydrofolate biosynthesis,40,1.188032825e-05,38,8.084062894736842e-06,0.264164721871698,0.6804578732693554,0.24686640800949144,0.3544941407697271,94,1.1212223510638297e-05,94,8.847049042553188e-06,0.18329593728771032,0.7890539315559486,0.019201993393832266,0.0568535044567061
PWY-7211: superpathway of pyrimidine deoxyribonucleotides de novo biosynthesis,40,1.66334635e-05,38,7.415542105263158e-06,0.5968679038779426,0.445820685827889,0.002259067579680062,0.011441084193863539,94,1.2623678085106383e-05,94,8.745341808510632e-06,0.29100864004210264,0.6927728788354106,0.01914497751259476,0.0568535044567061
PWY-7199: pyrimidine deoxyribonucleosides salvage,40,0.00012470994375,38,7.52528855263158e-05,0.606361526956962,0.6034232978019108,0.04834286873216678,0.09255890720670958,94,8.008475425531916e-05,94,8.376211329787227e-05,0.06324722846517283,1.045918340847114,0.020891819093614376,0.061118303062685536
PWY-4242: pantothenate and coenzyme A biosynthesis III,40,0.00016596233825,38,9.16038e-05,0.7236517782746271,0.5519553470137976,0.018068466769858627,0.04754328407041013,94,0.00010254236872340425,94,0.00010136887446808517,0.01634283091369517,0.9885560059716931,0.021493094926685198,0.06248918339795512
PWY-7279: aerobic respiration II (cytochrome c) (yeast),40,0.00022776120800000005,38,0.00013034235710526315,0.7018624534692746,0.572276368964741,0.027505687055293236,0.061986500493029256,94,0.00014333697808510643,94,0.00014373459861702137,0.003946118928841245,1.0027740261949631,0.021799343285774268,0.06299074041472197
PWY-2942: L-lysine biosynthesis III,40,0.0001874977955,38,0.00010306512842105262,0.730174586057256,0.549687147767306,0.012985304192371136,0.03684384502775184,94,0.00011488882170212774,94,0.00011443329978723416,0.005648920395370263,0.9960351067393257,0.02195388650330446,0.06305049111619757
PWY-6628: superpathway of L-phenylalanine biosynthesis,40,1.7590834499999995e-05,38,1.121360552631579e-05,0.32956769997492097,0.6374686502971643,0.20438522825704464,0.29803542572466885,94,8.762109361702132e-06,94,1.337318457446809e-05,0.35970068834797686,1.5262517303105434,0.023661019094350123,0.06754145450569035
PWY-6703: preQ0 biosynthesis,40,4.321514975e-05,38,2.1013481578947368e-05,0.6253787169916443,0.48625266140486695,0.0007956420075800775,0.007347987952357186,94,2.8193188191489345e-05,94,2.4253495000000004e-05,0.23390676656016762,0.8602608131889599,0.023881007169989938,0.06775876130762205
PWY-622: starch biosynthesis,40,1.0099525e-06,38,0.0,0.3892635760593887,0.0,0.09004426198827757,0.155351089364391,94,6.800755319148935e-07,94,0.0,0.33088516053170103,0.0,0.024111073359655365,0.06800188953531544
PWY-7357: thiamin formation from pyrithiamine and oxythiamine (yeast),40,0.00016598110575,38,0.00010033733157894735,0.5417858225574719,0.6045105623653031,0.12490949838230556,0.20357222746735612,94,0.00010850077723404258,94,0.00010983938723404258,0.014819399304112711,1.0123373309770172,0.024388998099113022,0.06837629824215616
FERMENTATION-PWY: mixed acid fermentation,40,2.22111235e-05,38,1.1755720263157897e-05,0.5965939864494338,0.5292717526494279,0.0015370424411341973,0.009917082051701465,94,1.4663899042553188e-05,94,1.3741489361702119e-05,0.06660599627762763,0.9370965608686798,0.02454984936232167,0.06841999437664797
ILEUSYN-PWY: L-isoleucine biosynthesis I (from threonine),40,0.00021394414499999997,38,0.0001169931,0.806000497818908,0.5468394566254665,0.007492814296451063,0.024172024202934593,94,0.00012968578617021269,94,0.00013149934468085106,0.022653335164700854,1.0139842504270906,0.025426698527726083,0.07003494155882448
VALSYN-PWY: L-valine biosynthesis,40,0.00021394414499999997,38,0.0001169931,0.806000497818908,0.5468394566254665,0.007492814296451063,0.024172024202934593,94,0.00012968578617021269,94,0.00013149934468085106,0.022653335164700854,1.0139842504270906,0.025426698527726083,0.07003494155882448
PWY66-399: gluconeogenesis III,40,8.189240250000001e-05,38,4.5815362631578934e-05,0.7886653084006425,0.5594580355800274,0.007045234587278155,0.02382736972115489,94,4.677223829787236e-05,94,5.3300873191489365e-05,0.23486401153988495,1.1395835463772104,0.025860561037029505,0.07081583865372615
PWY-7007: methyl ketone biosynthesis,40,2.55783025e-06,38,2.969451842105263e-06,0.08934135664538483,1.1609260786970765,0.5189836815742707,0.6152230345461879,94,2.0751269148936162e-06,94,3.5083598936170214e-06,0.3382092403465134,1.690672444387278,0.026319281601574006,0.07165538516960322
"PWY-5791: 1,4-dihydroxy-2-naphthoate biosynthesis II (plants)",40,1.6611416750000002e-05,38,1.210106947368421e-05,0.31546368254617196,0.7284790729053383,0.09300267696242964,0.15928822127019768,94,1.6674690851063815e-05,94,1.3921618829787238e-05,0.22490580953016004,0.8348951686201165,0.028095469964720635,0.0756169505907624
"PWY-5837: 1,4-dihydroxy-2-naphthoate biosynthesis I",40,1.6611416750000002e-05,38,1.210106947368421e-05,0.31546368254617196,0.7284790729053383,0.09300267696242964,0.15928822127019768,94,1.6674690851063815e-05,94,1.3921618829787238e-05,0.22490580953016004,0.8348951686201165,0.028095469964720635,0.0756169505907624
PWY-5920: superpathway of heme biosynthesis from glycine,40,4.309600324999999e-05,38,1.702035263157895e-05,1.0609974290893844,0.394940396974723,1.5505363000922223e-05,0.0016909395105226257,94,2.5985220957446814e-05,94,2.024193393617022e-05,0.3038286538706097,0.7789787113728317,0.029516021468833527,0.07898889836261701
PWY-7187: pyrimidine deoxyribonucleotides de novo biosynthesis II,40,8.846634725e-05,38,5.7492430263157884e-05,0.4988467598447038,0.6498791014925496,0.10860259652879466,0.18074849104262292,94,5.356086659574468e-05,94,6.316435351063834e-05,0.21520776375890519,1.1793004393931268,0.029954246234251566,0.07970875692843213
PWY-5188: tetrapyrrole biosynthesis I (from glutamate),40,0.000155187644,38,8.628156105263158e-05,0.7186917119893403,0.5559821570113636,0.021776981964276805,0.05342165888111654,94,9.774635978723407e-05,94,9.588287148936169e-05,0.02774885911512134,0.9809354711323403,0.03227304168969544,0.08539664402160985
PWY-6147: 6-hydroxymethyl-dihydropterin diphosphate biosynthesis I,40,0.00015203617600000003,38,9.205805000000002e-05,0.5767154420292214,0.605500956561812,0.0727490334141213,0.12853728594542413,94,0.00010298007957446803,94,0.00010131161276595742,0.022201687352310026,0.9837981596498564,0.03314791096616133,0.0872215981288379
PWY-5347: superpathway of L-methionine biosynthesis (transsulfuration),40,5.183677550000001e-05,38,2.8925039210526317e-05,0.8304220030138221,0.5580022856654406,0.00016066305124156057,0.0028154229897103243,94,3.6251663404255327e-05,94,3.3282037127659566e-05,0.14913396069035553,0.9180830340533511,0.033815139144443764,0.0875162296749606
PWY-6936: seleno-amino acid biosynthesis,40,0.00012455653999999996,38,5.8628036052631585e-05,1.012899128258981,0.47069416068101766,1.680709635425805e-05,0.0016909395105226257,94,8.017184787234036e-05,94,6.670112521276595e-05,0.38170971688314104,0.8319768969149348,0.03381731167907183,0.0875162296749606
PWY-6588: pyruvate fermentation to acetone,40,7.590869e-06,38,3.339166842105263e-06,0.6545647763452777,0.43989256593747866,0.006233241514700473,0.022074110927999418,94,5.731215e-06,94,3.958085851063831e-06,0.36394695549702977,0.6906189788838546,0.03345329336911816,0.0875162296749606
PWY66-391: fatty acid &beta;-oxidation VI (peroxisome),40,1.400252175e-05,38,6.079137894736842e-06,0.5772128818981915,0.43414593480183966,0.0064738475873157356,0.022755091146460533,94,8.121884893617024e-06,94,7.061238191489365e-06,0.12283894571106364,0.8694087990632299,0.03406825739038118,0.08768387557852206
PWY-5044: purine nucleotides degradation I (plants),40,2.4712125000000004e-07,38,1.0532236842105262e-07,0.2082974655468234,0.4261971336785186,0.42971171821750764,0.5243373556488241,94,3.4782000000000005e-07,94,1.2773138297872339e-07,0.30052139047942256,0.3672341526615013,0.03566843450923499,0.09130343833613958
PWY-1042: glycolysis IV (plant cytosol),40,0.00014162058825000002,38,8.659138394736842e-05,0.6997268742994266,0.6114321725207804,0.01193155831024245,0.034905366236796236,94,9.107119425531917e-05,94,9.803174776595741e-05,0.15360756490963806,1.076429803820561,0.04279381796659937,0.10836499065735646
ANAGLYCOLYSIS-PWY: glycolysis III (from glucose),40,0.00013502225425000004,38,8.073066578947369e-05,0.8674638305462341,0.5979063691233971,0.004182679555749987,0.016983121299640032,94,9.040563765957449e-05,94,9.14554244680851e-05,0.024679157436277573,1.01161196177238,0.04279381796659937,0.10836499065735646
